cmname,category,mktname,price
Meat (pork) - Retail,"meat, fish and eggs",Mountain Province,216
Meat (pork) - Retail,"meat, fish and eggs",Mountain Province,216
Meat (pork) - Retail,"meat, fish and eggs",Mountain Province,213
Meat (pork) - Retail,"meat, fish and eggs",Mountain Province,211
Meat (beef) - Retail,"meat, fish and eggs",Mountain Province,280
Meat (beef) - Retail,"meat, fish and eggs",Mountain Province,280
Meat (beef) - Retail,"meat, fish and eggs",Mountain Province,280
Meat (beef) - Retail,"meat, fish and eggs",Mountain Province,280
Meat (beef) - Retail,"meat, fish and eggs",Mountain Province,280
Meat (beef) - Retail,"meat, fish and eggs",Mountain Province,280
Potatoes (Irish) - Retail,cereals and tubers,Mountain Province,66
Potatoes (Irish) - Retail,cereals and tubers,Mountain Province,69.5
Potatoes (Irish) - Retail,cereals and tubers,Mountain Province,59.5
Potatoes (Irish) - Retail,cereals and tubers,Mountain Province,61.2
Potatoes (Irish) - Retail,cereals and tubers,Mountain Province,56
Potatoes (Irish) - Retail,cereals and tubers,Mountain Province,56
Carrots - Retail,vegetables and fruits,Mountain Province,31.2
Carrots - Retail,vegetables and fruits,Mountain Province,36.5
Carrots - Retail,vegetables and fruits,Mountain Province,50.5
Carrots - Retail,vegetables and fruits,Mountain Province,56.4
Carrots - Retail,vegetables and fruits,Mountain Province,46.5
Carrots - Retail,vegetables and fruits,Mountain Province,51
Cabbage - Retail,vegetables and fruits,Mountain Province,38.6
Cabbage - Retail,vegetables and fruits,Mountain Province,43
Cabbage - Retail,vegetables and fruits,Mountain Province,39
Cabbage - Retail,vegetables and fruits,Mountain Province,38
Cabbage - Retail,vegetables and fruits,Mountain Province,26.25
Cabbage - Retail,vegetables and fruits,Mountain Province,33
Chicken - Retail,"meat, fish and eggs",Mountain Province,180
Chicken - Retail,"meat, fish and eggs",Mountain Province,180
Chicken - Retail,"meat, fish and eggs",Mountain Province,180
Chicken - Retail,"meat, fish and eggs",Mountain Province,180
Chicken - Retail,"meat, fish and eggs",Mountain Province,180
Chicken - Retail,"meat, fish and eggs",Mountain Province,180
Squashes - Retail,vegetables and fruits,Mountain Province,40
Squashes - Retail,vegetables and fruits,Mountain Province,37
Squashes - Retail,vegetables and fruits,Mountain Province,34
Squashes - Retail,vegetables and fruits,Mountain Province,35.2
Squashes - Retail,vegetables and fruits,Mountain Province,36.5
Squashes - Retail,vegetables and fruits,Mountain Province,34.25
Beans (mung) - Retail,pulses and nuts,Mountain Province,122
Beans (mung) - Retail,pulses and nuts,Mountain Province,125.5
Beans (mung) - Retail,pulses and nuts,Mountain Province,137
Beans (mung) - Retail,pulses and nuts,Mountain Province,121.8
Beans (mung) - Retail,pulses and nuts,Mountain Province,125
Beans (mung) - Retail,pulses and nuts,Mountain Province,127.25
Fish (tilapia) - Retail,"meat, fish and eggs",Mountain Province,165
Fish (tilapia) - Retail,"meat, fish and eggs",Mountain Province,172.5
Fish (tilapia) - Retail,"meat, fish and eggs",Mountain Province,157
Fish (tilapia) - Retail,"meat, fish and eggs",Mountain Province,160.6
Fish (tilapia) - Retail,"meat, fish and eggs",Mountain Province,168
Fish (tilapia) - Retail,"meat, fish and eggs",Mountain Province,172
Beans (string) - Retail,vegetables and fruits,Mountain Province,76
Beans (string) - Retail,vegetables and fruits,Mountain Province,76.5
Beans (string) - Retail,vegetables and fruits,Mountain Province,72
Beans (string) - Retail,vegetables and fruits,Mountain Province,70.8
Beans (string) - Retail,vegetables and fruits,Mountain Province,65
Beans (string) - Retail,vegetables and fruits,Mountain Province,68.5
Papaya - Retail,vegetables and fruits,Mountain Province,66.67
Papaya - Retail,vegetables and fruits,Mountain Province,71
Papaya - Retail,vegetables and fruits,Mountain Province,72
Papaya - Retail,vegetables and fruits,Mountain Province,53.2
Papaya - Retail,vegetables and fruits,Mountain Province,44.17
Papaya - Retail,vegetables and fruits,Mountain Province,54.5
Eggplants - Retail,vegetables and fruits,Mountain Province,78.8
Eggplants - Retail,vegetables and fruits,Mountain Province,64.5
Eggplants - Retail,vegetables and fruits,Mountain Province,57.5
Eggplants - Retail,vegetables and fruits,Mountain Province,53.2
Eggplants - Retail,vegetables and fruits,Mountain Province,57
Eggplants - Retail,vegetables and fruits,Mountain Province,55.5
"Beans (green, fresh) - Retail",vegetables and fruits,Mountain Province,64
"Beans (green, fresh) - Retail",vegetables and fruits,Mountain Province,30.25
"Beans (green, fresh) - Retail",vegetables and fruits,Mountain Province,31.5
"Beans (green, fresh) - Retail",vegetables and fruits,Mountain Province,44.8
"Beans (green, fresh) - Retail",vegetables and fruits,Mountain Province,50
"Beans (green, fresh) - Retail",vegetables and fruits,Mountain Province,65
Pineapples - Retail,vegetables and fruits,Mountain Province,87.2
Pineapples - Retail,vegetables and fruits,Mountain Province,76.5
Pineapples - Retail,vegetables and fruits,Mountain Province,65
Pineapples - Retail,vegetables and fruits,Mountain Province,58.4
Pineapples - Retail,vegetables and fruits,Mountain Province,55
Pineapples - Retail,vegetables and fruits,Mountain Province,60.77
Coconut - Retail,vegetables and fruits,Mountain Province,40
Coconut - Retail,vegetables and fruits,Mountain Province,40
Coconut - Retail,vegetables and fruits,Mountain Province,40
Coconut - Retail,vegetables and fruits,Mountain Province,40
Coconut - Retail,vegetables and fruits,Mountain Province,40
Coconut - Retail,vegetables and fruits,Mountain Province,40
Anchovies - Retail,"meat, fish and eggs",Mountain Province,500
Anchovies - Retail,"meat, fish and eggs",Mountain Province,500
Anchovies - Retail,"meat, fish and eggs",Mountain Province,497.5
Anchovies - Retail,"meat, fish and eggs",Mountain Province,500.8
Anchovies - Retail,"meat, fish and eggs",Mountain Province,501
Anchovies - Retail,"meat, fish and eggs",Mountain Province,480.5
Ginger - Retail,vegetables and fruits,Mountain Province,200
Ginger - Retail,vegetables and fruits,Mountain Province,196
Ginger - Retail,vegetables and fruits,Mountain Province,170
Ginger - Retail,vegetables and fruits,Mountain Province,171.2
Ginger - Retail,vegetables and fruits,Mountain Province,188
Ginger - Retail,vegetables and fruits,Mountain Province,196
Mandarins - Retail,vegetables and fruits,Mountain Province,110
Mandarins - Retail,vegetables and fruits,Mountain Province,100
Mandarins - Retail,vegetables and fruits,Mountain Province,96.5
Mandarins - Retail,vegetables and fruits,Mountain Province,92.61
Mandarins - Retail,vegetables and fruits,Mountain Province,104
Mandarins - Retail,vegetables and fruits,Mountain Province,89
Fish (milkfish) - Retail,"meat, fish and eggs",Mountain Province,190.91
Fish (milkfish) - Retail,"meat, fish and eggs",Mountain Province,187.25
Fish (milkfish) - Retail,"meat, fish and eggs",Mountain Province,191
Fish (milkfish) - Retail,"meat, fish and eggs",Mountain Province,190.4
Fish (milkfish) - Retail,"meat, fish and eggs",Mountain Province,182.5
Fish (milkfish) - Retail,"meat, fish and eggs",Mountain Province,183.5
Fish (roundscad) - Retail,"meat, fish and eggs",Mountain Province,192.78
Fish (roundscad) - Retail,"meat, fish and eggs",Mountain Province,191.67
Fish (roundscad) - Retail,"meat, fish and eggs",Mountain Province,189.29
Fish (roundscad) - Retail,"meat, fish and eggs",Mountain Province,204
Fish (roundscad) - Retail,"meat, fish and eggs",Mountain Province,195
Fish (roundscad) - Retail,"meat, fish and eggs",Mountain Province,200
Bitter melon - Retail,vegetables and fruits,Mountain Province,113.6
Bitter melon - Retail,vegetables and fruits,Mountain Province,113
Bitter melon - Retail,vegetables and fruits,Mountain Province,110
Bitter melon - Retail,vegetables and fruits,Mountain Province,101.6
Bitter melon - Retail,vegetables and fruits,Mountain Province,117
Bitter melon - Retail,vegetables and fruits,Mountain Province,129
Cabbage (chinese) - Retail,vegetables and fruits,Mountain Province,40
Cabbage (chinese) - Retail,vegetables and fruits,Mountain Province,44
Cabbage (chinese) - Retail,vegetables and fruits,Mountain Province,40
Cabbage (chinese) - Retail,vegetables and fruits,Mountain Province,40
Cabbage (chinese) - Retail,vegetables and fruits,Mountain Province,42.5
Cabbage (chinese) - Retail,vegetables and fruits,Mountain Province,40
Bananas (lakatan) - Retail,vegetables and fruits,Mountain Province,79.41
Bananas (lakatan) - Retail,vegetables and fruits,Mountain Province,80
Bananas (lakatan) - Retail,vegetables and fruits,Mountain Province,80
Bananas (lakatan) - Retail,vegetables and fruits,Mountain Province,80
Bananas (lakatan) - Retail,vegetables and fruits,Mountain Province,80
Bananas (lakatan) - Retail,vegetables and fruits,Mountain Province,80
Bananas (latundan) - Retail,vegetables and fruits,Mountain Province,42.5
Bananas (latundan) - Retail,vegetables and fruits,Mountain Province,40
Bananas (latundan) - Retail,vegetables and fruits,Mountain Province,43
Bananas (latundan) - Retail,vegetables and fruits,Mountain Province,40
Bananas (latundan) - Retail,vegetables and fruits,Mountain Province,39
Bananas (latundan) - Retail,vegetables and fruits,Mountain Province,38
Calamansi - Retail,vegetables and fruits,Mountain Province,147.14
Calamansi - Retail,vegetables and fruits,Mountain Province,103
Calamansi - Retail,vegetables and fruits,Mountain Province,140
Calamansi - Retail,vegetables and fruits,Mountain Province,130.45
Calamansi - Retail,vegetables and fruits,Mountain Province,85
Calamansi - Retail,vegetables and fruits,Mountain Province,91
Mangoes (carabao) - Retail,vegetables and fruits,Mountain Province,103.2
Mangoes (carabao) - Retail,vegetables and fruits,Mountain Province,85.5
Mangoes (carabao) - Retail,vegetables and fruits,Mountain Province,144
Semolina (yellow) - Retail,cereals and tubers,Mountain Province,24.92
Semolina (yellow) - Retail,cereals and tubers,Mountain Province,24.25
Semolina (yellow) - Retail,cereals and tubers,Mountain Province,24.2
Semolina (yellow) - Retail,cereals and tubers,Mountain Province,23.96
Semolina (yellow) - Retail,cereals and tubers,Mountain Province,23.6
Semolina (yellow) - Retail,cereals and tubers,Mountain Province,23.6
Choko - Retail,vegetables and fruits,Mountain Province,28.8
Choko - Retail,vegetables and fruits,Mountain Province,23.5
Choko - Retail,vegetables and fruits,Mountain Province,20
Choko - Retail,vegetables and fruits,Mountain Province,18.2
Choko - Retail,vegetables and fruits,Mountain Province,15.5
Choko - Retail,vegetables and fruits,Mountain Province,19
Bottle gourd - Retail,vegetables and fruits,Mountain Province,60
Bottle gourd - Retail,vegetables and fruits,Mountain Province,60
Bottle gourd - Retail,vegetables and fruits,Mountain Province,57.5
Bottle gourd - Retail,vegetables and fruits,Mountain Province,60
Bottle gourd - Retail,vegetables and fruits,Mountain Province,50
Bottle gourd - Retail,vegetables and fruits,Mountain Province,50
Sweet Potato leaves - Retail,vegetables and fruits,Mountain Province,40
Sweet Potato leaves - Retail,vegetables and fruits,Mountain Province,40
Sweet Potato leaves - Retail,vegetables and fruits,Mountain Province,40
Sweet Potato leaves - Retail,vegetables and fruits,Mountain Province,40
Sweet Potato leaves - Retail,vegetables and fruits,Mountain Province,40
Sweet Potato leaves - Retail,vegetables and fruits,Mountain Province,40
Bananas (saba) - Retail,vegetables and fruits,Mountain Province,42.63
Bananas (saba) - Retail,vegetables and fruits,Mountain Province,40
Bananas (saba) - Retail,vegetables and fruits,Mountain Province,42
Bananas (saba) - Retail,vegetables and fruits,Mountain Province,40
Bananas (saba) - Retail,vegetables and fruits,Mountain Province,39
Bananas (saba) - Retail,vegetables and fruits,Mountain Province,38
"Meat (pork, with bones) - Retail","meat, fish and eggs",Mountain Province,216
"Meat (pork, with bones) - Retail","meat, fish and eggs",Mountain Province,216
"Meat (pork, with bones) - Retail","meat, fish and eggs",Mountain Province,216
"Meat (pork, with bones) - Retail","meat, fish and eggs",Mountain Province,216
"Meat (pork, with bones) - Retail","meat, fish and eggs",Mountain Province,213
"Meat (pork, with bones) - Retail","meat, fish and eggs",Mountain Province,212
Fish (redbelly yellowtail fusilier) - Retail,"meat, fish and eggs",Mountain Province,248
Fish (redbelly yellowtail fusilier) - Retail,"meat, fish and eggs",Mountain Province,280
Fish (redbelly yellowtail fusilier) - Retail,"meat, fish and eggs",Mountain Province,265
Fish (redbelly yellowtail fusilier) - Retail,"meat, fish and eggs",Mountain Province,280
Fish (redbelly yellowtail fusilier) - Retail,"meat, fish and eggs",Mountain Province,280
Shrimp (endeavor) - Retail,"meat, fish and eggs",Mountain Province,500
Shrimp (endeavor) - Retail,"meat, fish and eggs",Mountain Province,650
Shrimp (endeavor) - Retail,"meat, fish and eggs",Mountain Province,537.5
Shrimp (endeavor) - Retail,"meat, fish and eggs",Mountain Province,500
Shrimp (endeavor) - Retail,"meat, fish and eggs",Mountain Province,500
Rice (well milled) - Retail,cereals and tubers,Mountain Province,57.29
Rice (well milled) - Retail,cereals and tubers,Mountain Province,57.7
Rice (well milled) - Retail,cereals and tubers,Mountain Province,57.82
Rice (well milled) - Retail,cereals and tubers,Mountain Province,57.92
Rice (well milled) - Retail,cereals and tubers,Mountain Province,56.87
Rice (well milled) - Retail,cereals and tubers,Mountain Province,54.64
"Rice (regular, milled) - Retail",cereals and tubers,Baguio City,38
"Rice (regular, milled) - Retail",cereals and tubers,Baguio City,37
"Rice (regular, milled) - Retail",cereals and tubers,Baguio City,35.5
"Rice (regular, milled) - Retail",cereals and tubers,Baguio City,35
"Rice (regular, milled) - Retail",cereals and tubers,Baguio City,35
"Rice (regular, milled) - Retail",cereals and tubers,Baguio City,35.8
"Rice (regular, milled) - Retail",cereals and tubers,Baguio City,34.988
"Rice (regular, milled) - Retail",cereals and tubers,Baguio City,34.775
"Rice (regular, milled) - Retail",cereals and tubers,Baguio City,35.07
Oil (cooking) - Retail,oil and fats,Baguio City,38.32
Oil (cooking) - Retail,oil and fats,Baguio City,66
Oil (cooking) - Retail,oil and fats,Baguio City,66
Oil (cooking) - Retail,oil and fats,Baguio City,66
Eggs - Retail,"meat, fish and eggs",Baguio City,6.915
Eggs - Retail,"meat, fish and eggs",Baguio City,6.915
Eggs - Retail,"meat, fish and eggs",Baguio City,7
Eggs - Retail,"meat, fish and eggs",Baguio City,7
Eggs - Retail,"meat, fish and eggs",Baguio City,7
Eggs - Retail,"meat, fish and eggs",Baguio City,6.8667
Eggs - Retail,"meat, fish and eggs",Baguio City,6.8
Eggs - Retail,"meat, fish and eggs",Baguio City,6.8975
Eggs - Retail,"meat, fish and eggs",Baguio City,6.93
Onions (red) - Retail,vegetables and fruits,Baguio City,97.5
Onions (red) - Retail,vegetables and fruits,Baguio City,87.5
Onions (red) - Retail,vegetables and fruits,Baguio City,92.5
Onions (red) - Retail,vegetables and fruits,Baguio City,100
Onions (red) - Retail,vegetables and fruits,Baguio City,117.5
Onions (red) - Retail,vegetables and fruits,Baguio City,174.6667
Onions (red) - Retail,vegetables and fruits,Baguio City,158
Onions (red) - Retail,vegetables and fruits,Baguio City,163
Onions (red) - Retail,vegetables and fruits,Baguio City,116
Tomatoes - Retail,vegetables and fruits,Baguio City,31.25
Tomatoes - Retail,vegetables and fruits,Baguio City,17.5
Tomatoes - Retail,vegetables and fruits,Baguio City,26.25
Tomatoes - Retail,vegetables and fruits,Baguio City,48.75
Tomatoes - Retail,vegetables and fruits,Baguio City,48.75
Tomatoes - Retail,vegetables and fruits,Baguio City,69.3333
Tomatoes - Retail,vegetables and fruits,Baguio City,113.6
Tomatoes - Retail,vegetables and fruits,Baguio City,108
Tomatoes - Retail,vegetables and fruits,Baguio City,126
"Meat (beef, chops with bones) - Retail","meat, fish and eggs",Baguio City,320
"Meat (beef, chops with bones) - Retail","meat, fish and eggs",Baguio City,342.5
"Meat (beef, chops with bones) - Retail","meat, fish and eggs",Baguio City,350
"Meat (beef, chops with bones) - Retail","meat, fish and eggs",Baguio City,350
"Meat (beef, chops with bones) - Retail","meat, fish and eggs",Baguio City,350
"Meat (beef, chops with bones) - Retail","meat, fish and eggs",Baguio City,347.3333
"Meat (beef, chops with bones) - Retail","meat, fish and eggs",Baguio City,347.2
"Meat (beef, chops with bones) - Retail","meat, fish and eggs",Baguio City,341
"Meat (beef, chops with bones) - Retail","meat, fish and eggs",Baguio City,358
"Meat (chicken, whole) - Retail","meat, fish and eggs",Baguio City,180
"Meat (chicken, whole) - Retail","meat, fish and eggs",Baguio City,182.5
"Meat (chicken, whole) - Retail","meat, fish and eggs",Baguio City,180
"Meat (chicken, whole) - Retail","meat, fish and eggs",Baguio City,180
"Meat (chicken, whole) - Retail","meat, fish and eggs",Baguio City,198.335
"Meat (chicken, whole) - Retail","meat, fish and eggs",Baguio City,193
"Meat (chicken, whole) - Retail","meat, fish and eggs",Baguio City,207.9175
"Meat (chicken, whole) - Retail","meat, fish and eggs",Baguio City,226.67
Meat (pork) - Retail,"meat, fish and eggs",Baguio City,240
Meat (pork) - Retail,"meat, fish and eggs",Baguio City,262.5
Meat (pork) - Retail,"meat, fish and eggs",Baguio City,280
Meat (pork) - Retail,"meat, fish and eggs",Baguio City,280
Meat (pork) - Retail,"meat, fish and eggs",Baguio City,280
Meat (pork) - Retail,"meat, fish and eggs",Baguio City,298
Meat (pork) - Retail,"meat, fish and eggs",Baguio City,312
Meat (pork) - Retail,"meat, fish and eggs",Baguio City,311
Meat (pork) - Retail,"meat, fish and eggs",Baguio City,354
Meat (beef) - Retail,"meat, fish and eggs",Baguio City,380
Meat (beef) - Retail,"meat, fish and eggs",Baguio City,380
Meat (beef) - Retail,"meat, fish and eggs",Baguio City,380
Meat (beef) - Retail,"meat, fish and eggs",Baguio City,380
Meat (beef) - Retail,"meat, fish and eggs",Baguio City,380
Meat (beef) - Retail,"meat, fish and eggs",Baguio City,379.3333
Meat (beef) - Retail,"meat, fish and eggs",Baguio City,392
Meat (beef) - Retail,"meat, fish and eggs",Baguio City,398
Meat (beef) - Retail,"meat, fish and eggs",Baguio City,410
Potatoes (Irish) - Retail,cereals and tubers,Baguio City,72.5
Potatoes (Irish) - Retail,cereals and tubers,Baguio City,65
Potatoes (Irish) - Retail,cereals and tubers,Baguio City,67.5
Potatoes (Irish) - Retail,cereals and tubers,Baguio City,57.5
Potatoes (Irish) - Retail,cereals and tubers,Baguio City,60
Potatoes (Irish) - Retail,cereals and tubers,Baguio City,53
Potatoes (Irish) - Retail,cereals and tubers,Baguio City,49.8
Potatoes (Irish) - Retail,cereals and tubers,Baguio City,73
Potatoes (Irish) - Retail,cereals and tubers,Baguio City,94
Carrots - Retail,vegetables and fruits,Baguio City,40
Carrots - Retail,vegetables and fruits,Baguio City,60
Carrots - Retail,vegetables and fruits,Baguio City,70
Carrots - Retail,vegetables and fruits,Baguio City,60
Carrots - Retail,vegetables and fruits,Baguio City,60
Carrots - Retail,vegetables and fruits,Baguio City,53
Carrots - Retail,vegetables and fruits,Baguio City,56.4
Carrots - Retail,vegetables and fruits,Baguio City,97.25
Carrots - Retail,vegetables and fruits,Baguio City,92
Cabbage - Retail,vegetables and fruits,Baguio City,67.5
Cabbage - Retail,vegetables and fruits,Baguio City,57.5
Cabbage - Retail,vegetables and fruits,Baguio City,43.75
Cabbage - Retail,vegetables and fruits,Baguio City,23.75
Cabbage - Retail,vegetables and fruits,Baguio City,20
Cabbage - Retail,vegetables and fruits,Baguio City,19.6667
Cabbage - Retail,vegetables and fruits,Baguio City,43.4
Cabbage - Retail,vegetables and fruits,Baguio City,99.75
Cabbage - Retail,vegetables and fruits,Baguio City,114
Sugar (brown) - Retail,miscellaneous food,Baguio City,45
Sugar (brown) - Retail,miscellaneous food,Baguio City,45
Sugar (brown) - Retail,miscellaneous food,Baguio City,45.75
Sugar (brown) - Retail,miscellaneous food,Baguio City,46
Sugar (brown) - Retail,miscellaneous food,Baguio City,46
Sugar (brown) - Retail,miscellaneous food,Baguio City,48.1333
Sugar (brown) - Retail,miscellaneous food,Baguio City,46
Sugar (brown) - Retail,miscellaneous food,Baguio City,46
Sugar (brown) - Retail,miscellaneous food,Baguio City,46
Garlic (large) - Retail,vegetables and fruits,Baguio City,180
Garlic (large) - Retail,vegetables and fruits,Baguio City,100
Garlic (large) - Retail,vegetables and fruits,Baguio City,100
Garlic (large) - Retail,vegetables and fruits,Baguio City,100
Garlic (large) - Retail,vegetables and fruits,Baguio City,100
Garlic (large) - Retail,vegetables and fruits,Baguio City,90.6667
Garlic (large) - Retail,vegetables and fruits,Baguio City,86.4
Garlic (large) - Retail,vegetables and fruits,Baguio City,95
Garlic (large) - Retail,vegetables and fruits,Baguio City,84
Garlic (small) - Retail,vegetables and fruits,Baguio City,160
Garlic (small) - Retail,vegetables and fruits,Baguio City,235
Garlic (small) - Retail,vegetables and fruits,Baguio City,240
Garlic (small) - Retail,vegetables and fruits,Baguio City,240
Garlic (small) - Retail,vegetables and fruits,Baguio City,240
Garlic (small) - Retail,vegetables and fruits,Baguio City,244.4467
Garlic (small) - Retail,vegetables and fruits,Baguio City,241.2
Garlic (small) - Retail,vegetables and fruits,Baguio City,261.8325
Garlic (small) - Retail,vegetables and fruits,Baguio City,263.33
"Meat (pork, with fat) - Retail","meat, fish and eggs",Baguio City,240
"Meat (pork, with fat) - Retail","meat, fish and eggs",Baguio City,260
"Meat (pork, with fat) - Retail","meat, fish and eggs",Baguio City,275
"Meat (pork, with fat) - Retail","meat, fish and eggs",Baguio City,280
"Meat (pork, with fat) - Retail","meat, fish and eggs",Baguio City,280
"Meat (pork, with fat) - Retail","meat, fish and eggs",Baguio City,298
"Meat (pork, with fat) - Retail","meat, fish and eggs",Baguio City,317.2
"Meat (pork, with fat) - Retail","meat, fish and eggs",Baguio City,319
"Meat (pork, with fat) - Retail","meat, fish and eggs",Baguio City,358
Sugar (white) - Retail,miscellaneous food,Baguio City,50
Sugar (white) - Retail,miscellaneous food,Baguio City,50
Sugar (white) - Retail,miscellaneous food,Baguio City,50
Sugar (white) - Retail,miscellaneous food,Baguio City,50
Sugar (white) - Retail,miscellaneous food,Baguio City,50
Sugar (white) - Retail,miscellaneous food,Baguio City,49.7333
Sugar (white) - Retail,miscellaneous food,Baguio City,56
Sugar (white) - Retail,miscellaneous food,Baguio City,56
Sugar (white) - Retail,miscellaneous food,Baguio City,56
Fish (tilapia) - Retail,"meat, fish and eggs",Baguio City,152.5
Fish (tilapia) - Retail,"meat, fish and eggs",Baguio City,135
Fish (tilapia) - Retail,"meat, fish and eggs",Baguio City,125
Fish (tilapia) - Retail,"meat, fish and eggs",Baguio City,110
Fish (tilapia) - Retail,"meat, fish and eggs",Baguio City,117.5
Fish (tilapia) - Retail,"meat, fish and eggs",Baguio City,116.6667
Fish (tilapia) - Retail,"meat, fish and eggs",Baguio City,116.4
Fish (tilapia) - Retail,"meat, fish and eggs",Baguio City,119
Fish (tilapia) - Retail,"meat, fish and eggs",Baguio City,122
Beans (string) - Retail,vegetables and fruits,Baguio City,62.5
Beans (string) - Retail,vegetables and fruits,Baguio City,40
Beans (string) - Retail,vegetables and fruits,Baguio City,36.25
Beans (string) - Retail,vegetables and fruits,Baguio City,27.5
Beans (string) - Retail,vegetables and fruits,Baguio City,40
Beans (string) - Retail,vegetables and fruits,Baguio City,56
Beans (string) - Retail,vegetables and fruits,Baguio City,62.8
Beans (string) - Retail,vegetables and fruits,Baguio City,84
Beans (string) - Retail,vegetables and fruits,Baguio City,72
Papaya - Retail,vegetables and fruits,Baguio City,50
Papaya - Retail,vegetables and fruits,Baguio City,41.25
Papaya - Retail,vegetables and fruits,Baguio City,35
Papaya - Retail,vegetables and fruits,Baguio City,36.25
Papaya - Retail,vegetables and fruits,Baguio City,45
Papaya - Retail,vegetables and fruits,Baguio City,44.3333
Papaya - Retail,vegetables and fruits,Baguio City,39.6
Papaya - Retail,vegetables and fruits,Baguio City,42.5
Papaya - Retail,vegetables and fruits,Baguio City,46
Eggplants - Retail,vegetables and fruits,Baguio City,50
Eggplants - Retail,vegetables and fruits,Baguio City,35
Eggplants - Retail,vegetables and fruits,Baguio City,37.5
Eggplants - Retail,vegetables and fruits,Baguio City,31.25
Eggplants - Retail,vegetables and fruits,Baguio City,27.5
Eggplants - Retail,vegetables and fruits,Baguio City,45.6667
Eggplants - Retail,vegetables and fruits,Baguio City,80
Eggplants - Retail,vegetables and fruits,Baguio City,69
Eggplants - Retail,vegetables and fruits,Baguio City,77
"Beans (green, fresh) - Retail",vegetables and fruits,Baguio City,97.5
"Beans (green, fresh) - Retail",vegetables and fruits,Baguio City,50
"Beans (green, fresh) - Retail",vegetables and fruits,Baguio City,42.5
"Beans (green, fresh) - Retail",vegetables and fruits,Baguio City,57.5
"Beans (green, fresh) - Retail",vegetables and fruits,Baguio City,67.5
"Beans (green, fresh) - Retail",vegetables and fruits,Baguio City,82.3333
"Beans (green, fresh) - Retail",vegetables and fruits,Baguio City,122.4
"Beans (green, fresh) - Retail",vegetables and fruits,Baguio City,125.5
"Beans (green, fresh) - Retail",vegetables and fruits,Baguio City,128
Ginger - Retail,vegetables and fruits,Baguio City,210
Ginger - Retail,vegetables and fruits,Baguio City,210
Ginger - Retail,vegetables and fruits,Baguio City,180
Ginger - Retail,vegetables and fruits,Baguio City,180
Ginger - Retail,vegetables and fruits,Baguio City,180
Ginger - Retail,vegetables and fruits,Baguio City,185.3333
Ginger - Retail,vegetables and fruits,Baguio City,158.934
Ginger - Retail,vegetables and fruits,Baguio City,140
Ginger - Retail,vegetables and fruits,Baguio City,168
"Fish (mackerel, fresh) - Retail","meat, fish and eggs",Baguio City,280
Fish (milkfish) - Retail,"meat, fish and eggs",Baguio City,195
Fish (milkfish) - Retail,"meat, fish and eggs",Baguio City,146.25
Fish (milkfish) - Retail,"meat, fish and eggs",Baguio City,132.5
Fish (milkfish) - Retail,"meat, fish and eggs",Baguio City,132.5
Fish (milkfish) - Retail,"meat, fish and eggs",Baguio City,140
Fish (milkfish) - Retail,"meat, fish and eggs",Baguio City,134.6667
Fish (milkfish) - Retail,"meat, fish and eggs",Baguio City,128.4
Fish (milkfish) - Retail,"meat, fish and eggs",Baguio City,141
Fish (milkfish) - Retail,"meat, fish and eggs",Baguio City,142
Fish (roundscad) - Retail,"meat, fish and eggs",Baguio City,135
Fish (roundscad) - Retail,"meat, fish and eggs",Baguio City,145
Fish (roundscad) - Retail,"meat, fish and eggs",Baguio City,130
Fish (roundscad) - Retail,"meat, fish and eggs",Baguio City,155
Fish (roundscad) - Retail,"meat, fish and eggs",Baguio City,145
Fish (roundscad) - Retail,"meat, fish and eggs",Baguio City,158.6667
Fish (roundscad) - Retail,"meat, fish and eggs",Baguio City,219.3333
Fish (roundscad) - Retail,"meat, fish and eggs",Baguio City,222.3325
Fish (roundscad) - Retail,"meat, fish and eggs",Baguio City,260
Bitter melon - Retail,vegetables and fruits,Baguio City,60
Bitter melon - Retail,vegetables and fruits,Baguio City,65
Bitter melon - Retail,vegetables and fruits,Baguio City,47.5
Bitter melon - Retail,vegetables and fruits,Baguio City,42.5
Bitter melon - Retail,vegetables and fruits,Baguio City,45
Bitter melon - Retail,vegetables and fruits,Baguio City,71.6667
Bitter melon - Retail,vegetables and fruits,Baguio City,111.2
Bitter melon - Retail,vegetables and fruits,Baguio City,116
Bitter melon - Retail,vegetables and fruits,Baguio City,77
Cabbage (chinese) - Retail,vegetables and fruits,Baguio City,72.5
Cabbage (chinese) - Retail,vegetables and fruits,Baguio City,65
Cabbage (chinese) - Retail,vegetables and fruits,Baguio City,55
Cabbage (chinese) - Retail,vegetables and fruits,Baguio City,57.5
Cabbage (chinese) - Retail,vegetables and fruits,Baguio City,60
Cabbage (chinese) - Retail,vegetables and fruits,Baguio City,59
Cabbage (chinese) - Retail,vegetables and fruits,Baguio City,111.466
Cabbage (chinese) - Retail,vegetables and fruits,Baguio City,59.5
Cabbage (chinese) - Retail,vegetables and fruits,Baguio City,54
Bananas (lakatan) - Retail,vegetables and fruits,Baguio City,110
Bananas (lakatan) - Retail,vegetables and fruits,Baguio City,85
Bananas (lakatan) - Retail,vegetables and fruits,Baguio City,80
Bananas (lakatan) - Retail,vegetables and fruits,Baguio City,75
Bananas (lakatan) - Retail,vegetables and fruits,Baguio City,75
Bananas (lakatan) - Retail,vegetables and fruits,Baguio City,70
